"attempt","ip_address","created_date","reason","uuid","model"
854435,"141.101.69.146","2023-11-07 14:31:39.915389","Bad credentials","b6ae958e-688d-4e71-b92b-d00220a7d7dc","CPH2237"
854434,"141.101.68.31","2023-11-07 14:29:43.140515","Bad credentials","b6ae958e-688d-4e71-b92b-d00220a7d7dc","CPH2237"
854433,"141.101.68.31","2023-11-07 14:22:13.885244","Bad credentials",NULL,NULL
854432,"172.64.238.118","2023-11-07 13:59:26.411786","Bad credentials",NULL,NULL
854431,"172.71.135.119","2023-11-07 13:58:28.052877","Bad credentials",NULL,NULL
854430,"172.71.135.119","2023-11-07 13:58:23.411598","Bad credentials",NULL,NULL
854429,"172.71.135.120","2023-11-07 13:56:26.305609","Bad credentials",NULL,NULL
853983,"172.64.236.69","2023-11-07 13:51:05.502459","Bad credentials","22097adc-0154-4601-b61d-e64c82dacc60","SM-A025F"
853982,"172.64.236.69","2023-11-07 13:50:59.611483","Bad credentials","22097adc-0154-4601-b61d-e64c82dacc60","SM-A025F"
853981,"172.64.236.69","2023-11-07 13:50:50.901384","Bad credentials","22097adc-0154-4601-b61d-e64c82dacc60","SM-A025F"
854428,"172.70.57.229","2023-11-07 13:14:40.457751","Bad credentials",NULL,NULL
854427,"172.64.236.68","2023-11-07 13:14:31.868837","Bad credentials",NULL,NULL
854426,"172.71.186.212","2023-11-07 13:10:02.466518","Bad credentials",NULL,NULL
854425,"172.68.134.47","2023-11-07 13:03:08.847523","Bad credentials",NULL,NULL
854423,"172.64.236.137","2023-11-07 12:50:40.889816","Bad credentials",NULL,NULL
854422,"172.71.134.163","2023-11-07 12:43:59.630711","Bad credentials","c99e05e1-019b-4a8f-b4dd-d7a70eb658d7","SM-A725F"
854421,"172.64.238.29","2023-11-07 12:40:48.264308","Bad credentials","6febbd01-1799-4cde-9047-a9137b00c9c0","iPhone 8"
854420,"172.64.238.29","2023-11-07 12:40:26.757495","Bad credentials","6febbd01-1799-4cde-9047-a9137b00c9c0","iPhone 8"
854424,"162.158.23.60","2023-11-07 12:29:50.789808","Bad credentials","b6ae958e-688d-4e71-b92b-d00220a7d7dc","CPH2237"
854419,"188.114.111.55","2023-11-07 12:00:51.782414","Bad credentials",NULL,NULL
854418,"172.64.238.28","2023-11-07 10:11:07.028687","Bad credentials","855bb51d-a4b2-40b1-9f29-8e7283185359","SM-A715F"
854417,"172.64.236.137","2023-11-07 09:23:07.830104","Bad credentials",NULL,NULL
854416,"172.64.236.136","2023-11-07 08:58:06.445775","Bad credentials","e7ad81cd-1786-44c9-b794-a82a03cde405","Infinix X682B"
854415,"172.71.186.33","2023-11-07 00:37:55.318855","Bad credentials","02a6804b-e3a8-494a-85ca-69fd16d7f779","SM-N985F"
854414,"172.71.186.32","2023-11-07 00:37:45.107129","Bad credentials","02a6804b-e3a8-494a-85ca-69fd16d7f779","SM-N985F"
854413,"172.71.186.32","2023-11-07 00:37:41.61399","Bad credentials","02a6804b-e3a8-494a-85ca-69fd16d7f779","SM-N985F"
854412,"172.71.186.32","2023-11-07 00:37:34.207661","Bad credentials","02a6804b-e3a8-494a-85ca-69fd16d7f779","SM-N985F"
854411,"172.64.236.68","2023-11-06 22:45:56.649067","Bad credentials","6626b4b8-8465-4721-9bd5-d390b7fd329c","iPhone XR"
854410,"172.64.238.29","2023-11-06 21:56:54.30195","Bad credentials","9651477d-dd46-4161-a9ce-49c7136022f6","iPhone 11 Pro Max"
854409,"172.71.186.212","2023-11-06 21:17:18.345055","Bad credentials",NULL,NULL
854408,"172.64.236.94","2023-11-06 19:50:27.023498","Bad credentials",NULL,NULL
854407,"172.71.186.221","2023-11-06 19:33:59.660718","Bad credentials",NULL,NULL
853958,"172.64.238.119","2023-11-06 19:31:00.577258","Bad credentials",NULL,NULL
854406,"172.64.238.119","2023-11-06 19:30:08.301536","Bad credentials","374d4bf8-8c45-4727-a1ff-b1ac691da082","SM-N986B"
854405,"172.71.186.220","2023-11-06 19:14:13.325344","Bad credentials",NULL,NULL
854404,"172.71.186.220","2023-11-06 19:14:10.556079","Bad credentials",NULL,NULL
854403,"162.158.23.59","2023-11-06 17:21:14.099647","Bad credentials",NULL,NULL
854402,"172.71.186.84","2023-11-06 17:00:05.060092","Bad credentials",NULL,NULL
854401,"162.158.23.48","2023-11-06 15:11:19.272139","Bad credentials",NULL,NULL
853951,"172.64.236.94","2023-11-06 15:02:26.337763","Bad credentials",NULL,NULL
851057,"172.69.15.145","2023-11-06 13:26:13.696087","Bad credentials",NULL,NULL
851056,"172.64.238.9","2023-11-06 13:22:02.025297","Bad credentials","d9ebd6ed-55a2-4818-8333-03cec0b07ec6","SM-G998B"
851055,"172.64.238.143","2023-11-06 13:11:19.8693","Bad credentials","d9ebd6ed-55a2-4818-8333-03cec0b07ec6","SM-G998B"
851053,"172.64.236.68","2023-11-06 12:59:22.972531","Bad credentials",NULL,NULL
848163,"172.69.15.140","2023-11-06 12:39:07.788512","ERR-404002",NULL,NULL
851052,"172.64.236.61","2023-11-06 12:33:44.497405","Bad credentials",NULL,NULL
851054,"172.64.238.119","2023-11-06 12:09:02.992696","Bad credentials","d9ebd6ed-55a2-4818-8333-03cec0b07ec6","SM-G998B"
851051,"172.64.238.118","2023-11-06 12:05:53.52315","Bad credentials","d9ebd6ed-55a2-4818-8333-03cec0b07ec6","SM-G998B"
830050,"172.64.236.137","2023-11-06 11:52:40.136653","Bad credentials",NULL,NULL
830049,"162.158.22.226","2023-11-06 11:38:41.615289","Bad credentials","0b291606-497f-4e8d-a9e3-08b9c7ee4d15","iPhone 12 Pro"
830047,"172.64.236.137","2023-11-06 10:12:29.069609","Bad credentials","22097adc-0154-4601-b61d-e64c82dacc60","SM-A025F"
830048,"172.68.134.109","2023-11-06 10:11:05.205271","Bad credentials","22097adc-0154-4601-b61d-e64c82dacc60","SM-A025F"
830046,"162.158.23.47","2023-11-06 08:47:20.993263","Bad credentials",NULL,NULL
830045,"172.64.238.142","2023-11-06 06:45:06.713699","Bad credentials","ea9fa826-c9cc-404d-967b-28e1876a704f","M2103K19G"
830044,"172.64.238.29","2023-11-06 03:15:50.599685","Bad credentials","cde2a406-4dc0-4ce5-b328-1b3bf11e9933","Redmi Note 9 Pro"
830043,"172.70.57.199","2023-11-05 22:12:43.876456","Bad credentials",NULL,NULL
830042,"162.158.23.20","2023-11-05 21:49:37.073754","Bad credentials",NULL,NULL
830041,"172.71.134.162","2023-11-05 21:21:57.084586","Bad credentials","22097adc-0154-4601-b61d-e64c82dacc60","SM-A025F"
830040,"172.71.134.163","2023-11-05 21:21:47.81706","Bad credentials","22097adc-0154-4601-b61d-e64c82dacc60","SM-A025F"
830039,"162.158.22.88","2023-11-05 21:21:43.332248","Bad credentials",NULL,NULL
830038,"172.71.131.102","2023-11-05 21:10:42.972332","Bad credentials","fbbb86d0-52ce-481c-9c9e-3a1c7950228f","iPhone 13 Pro Max"
830037,"141.101.98.83","2023-11-05 18:17:22.80888","Bad credentials",NULL,NULL
830036,"172.68.102.14","2023-11-05 18:17:01.925362","Bad credentials","3cee9979-18df-483c-8cd8-c61f90a12de8","M2007J20CG"
830035,"172.70.57.189","2023-11-05 18:04:14.505524","Bad credentials","3cee9979-18df-483c-8cd8-c61f90a12de8","M2007J20CG"
830034,"172.70.57.189","2023-11-05 18:04:07.089475","Bad credentials","3cee9979-18df-483c-8cd8-c61f90a12de8","M2007J20CG"
830033,"172.64.236.95","2023-11-05 17:33:52.486906","Bad credentials",NULL,NULL
830032,"172.71.135.74","2023-11-05 16:44:05.049069","Bad credentials",NULL,NULL
830031,"172.64.238.118","2023-11-05 14:33:49.432526","Bad credentials",NULL,NULL
830030,"162.158.23.41","2023-11-05 13:38:24.022099","Bad credentials","bc350d21-e10c-420f-bcac-05ffd6399227","SM-A225F"
830029,"162.158.23.41","2023-11-05 13:38:15.935043","Bad credentials","bc350d21-e10c-420f-bcac-05ffd6399227","SM-A225F"
830028,"188.114.111.54","2023-11-05 13:25:06.925595","Bad credentials",NULL,NULL
830027,"172.64.238.143","2023-11-05 12:15:48.641307","Bad credentials",NULL,NULL
830026,"162.158.22.88","2023-11-05 11:48:42.416133","Bad credentials",NULL,NULL
830025,"162.158.22.227","2023-11-05 11:30:44.97342","Bad credentials",NULL,NULL
830024,"172.71.186.25","2023-11-05 11:17:39.308492","Bad credentials",NULL,NULL
828332,"162.158.22.89","2023-11-05 03:34:43.392763","Bad credentials","ac992f46-91a4-4418-b04d-1adba39d5d3f","moto g(9) plus"
830022,"188.114.111.130","2023-11-04 22:56:17.350393","Bad credentials",NULL,NULL
830021,"172.64.236.94","2023-11-04 21:12:50.046865","Bad credentials",NULL,NULL
830020,"172.64.236.94","2023-11-04 21:12:49.780264","Bad credentials",NULL,NULL
830018,"172.64.236.136","2023-11-04 20:31:04.578778","Bad credentials","6b348c3b-d7d7-46e5-873a-c815d56c314a","iPhone 12"
830017,"172.71.186.212","2023-11-04 19:55:53.544012","Bad credentials",NULL,NULL
830016,"172.71.186.221","2023-11-04 19:23:16.996856","Bad credentials",NULL,NULL
830014,"172.64.236.137","2023-11-04 19:03:57.366379","Bad credentials",NULL,NULL
830023,"172.64.236.136","2023-11-04 18:27:33.898944","Bad credentials",NULL,NULL
830013,"172.64.236.94","2023-11-04 18:03:16.561655","Bad credentials",NULL,NULL
830012,"172.64.238.119","2023-11-04 18:02:24.825365","Bad credentials","b2070b4d-b31d-4739-9480-fc1a000a47af","CPH1937"
830011,"172.71.186.25","2023-11-04 15:45:12.116585","Bad credentials","d521a664-75a5-4576-98a8-a172fd0417af","SM-G973F"
830019,"172.64.238.143","2023-11-04 15:23:33.271347","Bad credentials",NULL,NULL
830010,"172.71.186.33","2023-11-04 15:16:41.336582","Bad credentials",NULL,NULL
830009,"172.71.186.24","2023-11-04 13:29:34.502957","Bad credentials",NULL,NULL
830008,"162.158.22.174","2023-11-04 13:04:50.079971","Bad credentials",NULL,NULL
830007,"162.158.22.174","2023-11-04 13:04:46.164834","Bad credentials",NULL,NULL
830006,"172.64.238.143","2023-11-04 12:51:02.273873","Bad credentials",NULL,NULL
830005,"172.64.236.95","2023-11-03 22:32:38.603046","Bad credentials",NULL,NULL
830004,"172.64.238.119","2023-11-03 22:00:41.365471","Bad credentials","08c00250-6baa-4324-a065-8a93f7380725","Redmi Note 8"
830002,"172.64.238.29","2023-11-03 20:42:43.734559","Bad credentials",NULL,NULL
830003,"172.68.134.148","2023-11-03 20:35:31.454175","Bad credentials",NULL,NULL
830001,"162.158.23.42","2023-11-03 19:13:43.709169","Bad credentials","23d91ea3-8137-4393-9133-d078e4007d27","iPhone 11"
813600,"162.158.23.41","2023-11-03 19:13:33.075778","Bad credentials","23d91ea3-8137-4393-9133-d078e4007d27","iPhone 11"
813599,"188.114.111.55","2023-11-03 19:07:19.680986","Bad credentials","173c7b84-ede8-4ce8-9827-3316c62ba972","iPhone 12 Pro Max"
813598,"162.158.22.243","2023-11-03 19:02:32.529903","Bad credentials",NULL,NULL
813597,"162.158.22.243","2023-11-03 19:02:11.303065","Bad credentials",NULL,NULL
813596,"188.114.111.154","2023-11-03 18:56:44.379549","Bad credentials",NULL,NULL
813595,"188.114.111.154","2023-11-03 18:56:38.641369","Bad credentials",NULL,NULL
813594,"162.158.23.48","2023-11-03 18:43:18.829527","Bad credentials","657d9c37-506e-4764-aa3c-fed6031353ad","SM-A205F"
813593,"188.114.111.54","2023-11-03 17:35:47.863897","Bad credentials",NULL,NULL
813592,"162.158.23.19","2023-11-03 17:17:38.286688","Bad credentials","172fe7ac-7288-4b12-b364-0f461b5b2231","iPhone 11 Pro"
813591,"172.64.238.8","2023-11-03 17:11:06.86581","Bad credentials","989446a2-3864-4071-8512-f2dcbf770f1a","SM-M315F"
813590,"172.64.238.9","2023-11-03 17:10:58.402688","Bad credentials","989446a2-3864-4071-8512-f2dcbf770f1a","SM-M315F"
813589,"172.64.238.29","2023-11-03 17:01:07.43993","Bad credentials",NULL,NULL
813588,"162.158.22.175","2023-11-03 16:59:50.732568","Bad credentials",NULL,NULL
813546,"162.158.23.59","2023-11-03 16:36:03.867253","Bad credentials","24568031-a402-465b-a616-2f644b6e58bf","iPhone SE"
813545,"162.158.23.59","2023-11-03 16:33:45.933519","Bad credentials","24568031-a402-465b-a616-2f644b6e58bf","iPhone SE"
813544,"162.158.23.60","2023-11-03 16:33:36.999255","Bad credentials","24568031-a402-465b-a616-2f644b6e58bf","iPhone SE"
813543,"162.158.23.60","2023-11-03 16:32:32.203976","Bad credentials","24568031-a402-465b-a616-2f644b6e58bf","iPhone SE"
813542,"162.158.23.59","2023-11-03 16:32:28.223417","Bad credentials","24568031-a402-465b-a616-2f644b6e58bf","iPhone SE"
813541,"162.158.23.59","2023-11-03 16:32:19.743963","Bad credentials","24568031-a402-465b-a616-2f644b6e58bf","iPhone SE"
813540,"162.158.23.60","2023-11-03 16:30:41.297528","Bad credentials","24568031-a402-465b-a616-2f644b6e58bf","iPhone SE"
813539,"162.158.23.59","2023-11-03 16:30:28.511024","Bad credentials","24568031-a402-465b-a616-2f644b6e58bf","iPhone SE"
813538,"162.158.23.59","2023-11-03 16:30:18.958416","Bad credentials","24568031-a402-465b-a616-2f644b6e58bf","iPhone SE"
813587,"162.158.22.174","2023-11-03 16:20:28.149126","Bad credentials","01ec1ad9-094c-4717-be4b-7fdb1d6a2f7a","iPhone 12"
813579,"172.64.236.136","2023-11-03 15:52:44.59544","Bad credentials",NULL,NULL
813578,"172.71.186.25","2023-11-03 15:45:59.448071","Bad credentials",NULL,NULL
813577,"172.64.238.118","2023-11-03 15:33:09.479157","Bad credentials","bd76d1f6-f937-439e-b905-c27d126a6547","itel P651W"
813576,"172.64.236.137","2023-11-03 15:10:38.029597","Bad credentials",NULL,NULL
813575,"172.64.238.8","2023-11-03 15:07:55.029011","Bad credentials","e9390b74-c181-4afa-bb1f-f21ea9871a87","RMX3710"
813574,"172.68.134.12","2023-11-03 15:07:00.152333","Bad credentials",NULL,NULL
813573,"172.71.186.85","2023-11-03 15:06:50.508527","Bad credentials",NULL,NULL
813572,"162.158.22.88","2023-11-03 14:48:58.022126","Bad credentials",NULL,NULL
813571,"172.64.238.28","2023-11-03 14:30:00.051229","Bad credentials",NULL,NULL
813569,"172.64.236.136","2023-11-03 14:02:26.834909","Bad credentials",NULL,NULL
813568,"172.71.186.162","2023-11-03 13:45:16.125371","Bad credentials","ce992c6d-8022-45cc-a778-a3599eb068fc","iPhone 12 Pro"
813567,"172.64.238.9","2023-11-03 13:06:45.766145","Bad credentials","55859c7c-bacc-419f-ac47-4570aacf1eb8","iPhone 14 Plus"
813566,"172.71.186.221","2023-11-03 12:47:34.400871","Bad credentials",NULL,NULL
813565,"172.71.186.93","2023-11-03 12:10:49.654349","Bad credentials",NULL,NULL
813564,"188.114.111.54","2023-11-03 11:57:54.816577","Bad credentials",NULL,NULL
813563,"172.71.186.162","2023-11-03 11:41:51.950656","Bad credentials","0b291606-497f-4e8d-a9e3-08b9c7ee4d15","iPhone 12 Pro"
813562,"172.71.186.154","2023-11-03 11:35:09.253153","Bad credentials",NULL,NULL
813561,"172.64.238.9","2023-11-03 11:28:32.160112","Bad credentials",NULL,NULL
813560,"162.158.23.42","2023-11-03 11:12:34.366015","Bad credentials",NULL,NULL
813586,"172.64.236.137","2023-11-03 11:08:59.686728","Bad credentials",NULL,NULL
813559,"172.64.236.94","2023-11-03 10:40:33.955504","Bad credentials",NULL,NULL
813585,"172.64.236.95","2023-11-03 10:36:17.252975","Bad credentials","1283fa7b-5499-46a5-8fde-7ec77922750d","iPhone 7"
813584,"172.64.236.95","2023-11-03 10:36:09.811662","Bad credentials","1283fa7b-5499-46a5-8fde-7ec77922750d","iPhone 7"
813570,"172.64.238.142","2023-11-03 10:35:23.267085","Bad credentials",NULL,NULL
813583,"172.64.238.28","2023-11-03 09:39:59.451842","Bad credentials",NULL,NULL
813582,"188.114.111.154","2023-11-03 09:31:24.538063","Bad credentials",NULL,NULL
813581,"188.114.111.154","2023-11-03 09:31:04.034206","Bad credentials",NULL,NULL
813580,"188.114.111.154","2023-11-03 09:30:52.48261","Bad credentials",NULL,NULL
813558,"162.158.23.60","2023-11-03 08:43:40.388811","Bad credentials",NULL,NULL
813557,"172.71.186.213","2023-11-03 01:20:33.373813","Bad credentials","e58b33eb-e21e-4971-961e-ac76fc72e549","iPhone XR"
813556,"172.64.236.95","2023-11-02 23:55:16.81501","Bad credentials","27aeda92-26de-453d-a7ac-2277f77205db","iPhone 14 Pro Max"
813555,"172.71.186.155","2023-11-02 22:51:53.184669","Bad credentials",NULL,NULL
813554,"172.71.186.155","2023-11-02 22:51:45.751682","Bad credentials",NULL,NULL
813553,"172.64.236.68","2023-11-02 20:17:10.390887","Bad credentials","98ac8179-653f-4b86-8e58-d727a13dca87","SM-A525F"
813552,"172.64.236.68","2023-11-02 20:16:56.320009","Bad credentials","98ac8179-653f-4b86-8e58-d727a13dca87","SM-A525F"
813551,"172.64.238.119","2023-11-02 19:32:24.270969","Bad credentials",NULL,NULL
803164,"162.158.154.129","2023-11-02 19:00:52.144497","Bad credentials",NULL,NULL
803163,"162.158.22.226","2023-11-02 18:52:43.514379","Bad credentials",NULL,NULL
803161,"172.64.236.94","2023-11-02 18:29:04.27153","Bad credentials",NULL,NULL
803160,"172.64.236.60","2023-11-02 17:41:13.138873","Bad credentials",NULL,NULL
803159,"172.64.236.94","2023-11-02 15:22:21.259395","Bad credentials",NULL,NULL
803158,"162.158.22.243","2023-11-02 15:02:55.477073","Bad credentials",NULL,NULL
803157,"172.71.186.84","2023-11-02 12:40:18.226682","Bad credentials",NULL,NULL
803156,"162.158.23.59","2023-11-02 12:36:36.561473","Bad credentials","52b0d5df-dc35-4f86-9b7c-8a00fe60d709","Infinix X650C"
803155,"188.114.111.177","2023-11-02 11:46:33.802899","Bad credentials",NULL,NULL
803154,"172.70.57.216","2023-11-02 11:46:11.339778","Bad credentials","082e13d6-46c2-4fd5-ae38-aea285d13e74","iPhone 14 Pro Max"
803153,"172.70.57.216","2023-11-02 11:45:59.654175","Bad credentials","082e13d6-46c2-4fd5-ae38-aea285d13e74","iPhone 14 Pro Max"
803152,"162.158.22.4","2023-11-02 06:28:24.69811","Bad credentials",NULL,NULL
803151,"172.68.134.65","2023-11-01 20:29:14.68258","Bad credentials","943e7578-41e3-4378-b77b-f8025bbe82e7","iPhone 14 Pro Max"
799361,"172.71.186.212","2023-11-01 17:58:05.348154","Bad credentials",NULL,NULL
799360,"172.70.57.247","2023-11-01 16:36:27.590339","Bad credentials",NULL,NULL
799359,"172.70.57.247","2023-11-01 16:35:47.030103","Bad credentials",NULL,NULL
799358,"172.70.57.247","2023-11-01 16:35:36.742498","Bad credentials",NULL,NULL
799357,"172.70.57.247","2023-11-01 16:35:30.50851","Bad credentials",NULL,NULL
799356,"172.64.238.118","2023-11-01 16:35:03.867772","Bad credentials",NULL,NULL
799355,"188.114.111.174","2023-11-01 16:03:03.178661","ERR-401013",NULL,NULL
799354,"162.158.23.60","2023-11-01 15:40:03.359633","Bad credentials",NULL,NULL
799353,"172.64.236.61","2023-11-01 15:04:58.296156","Bad credentials","0b291606-497f-4e8d-a9e3-08b9c7ee4d15","iPhone 12 Pro"
799352,"162.158.23.59","2023-11-01 12:49:17.838887","Bad credentials",NULL,NULL
799351,"172.70.57.189","2023-11-01 12:31:52.809855","ERR-401013",NULL,NULL
796703,"162.158.22.227","2023-11-01 09:19:56.299394","Bad credentials",NULL,NULL
796702,"172.71.186.33","2023-11-01 08:57:29.389287","Bad credentials","ac992f46-91a4-4418-b04d-1adba39d5d3f","moto g(9) plus"
796701,"188.114.111.123","2023-10-31 23:08:26.995226","Bad credentials",NULL,NULL
782072,"172.68.134.108","2023-10-31 16:22:19.196795","Bad credentials",NULL,NULL
782124,"172.71.186.224","2023-10-31 14:09:58.203578","Bad credentials",NULL,NULL
782123,"172.64.238.143","2023-10-31 14:09:42.741124","Bad credentials","f29760b4-f158-4ce5-bfd0-c2ac3a6dc740","SM-G991B"
782122,"162.158.22.28","2023-10-31 12:45:45.457456","Bad credentials",NULL,NULL
803162,"188.114.111.153","2023-10-31 11:14:50.762349","Bad credentials",NULL,NULL
782121,"172.64.236.94","2023-10-31 10:41:39.043486","Bad credentials","c599c32c-30af-4d31-abb1-328cd22cbf88","iPhone 12"
782120,"172.64.238.119","2023-10-31 09:49:56.382586","Bad credentials","9ef62ad5-c730-48da-b556-0688ed3d804c","iPhone 11 Pro Max"
782115,"141.101.69.50","2023-10-30 20:05:31.004199","Bad credentials",NULL,NULL
782114,"172.64.236.136","2023-10-30 18:03:27.003825","ERR-401013",NULL,NULL
782113,"172.64.236.137","2023-10-30 17:28:36.099694","ERR-401013",NULL,NULL
782110,"172.68.134.65","2023-10-30 17:01:02.575973","Bad credentials",NULL,NULL
782112,"172.64.236.137","2023-10-30 16:44:19.246486","ERR-401013",NULL,NULL
782111,"172.64.236.137","2023-10-30 16:44:10.55876","ERR-401013",NULL,NULL
782109,"172.64.238.118","2023-10-30 16:07:35.225066","Bad credentials",NULL,NULL
782108,"172.71.186.217","2023-10-30 15:26:08.853072","Bad credentials","2d05c2e6-f325-4565-bc78-b811546de35c","iPhone 11"
782107,"172.70.57.216","2023-10-30 14:57:52.818212","Bad credentials",NULL,NULL
782106,"172.64.236.61","2023-10-30 14:15:25.875964","Bad credentials",NULL,NULL
782105,"172.70.57.246","2023-10-30 14:00:05.571403","Bad credentials","02af27c0-a1a4-40fd-bddb-ae734b5bafbb","iPhone 12 Pro"
782104,"162.158.22.218","2023-10-30 12:30:44.955844","Bad credentials",NULL,NULL
782103,"172.70.57.229","2023-10-30 12:04:12.511777","Bad credentials",NULL,NULL
782102,"162.158.22.210","2023-10-30 11:05:55.131864","Bad credentials",NULL,NULL
782101,"172.71.186.231","2023-10-30 11:04:07.40066","Bad credentials",NULL,NULL
867035,"162.158.22.226","2023-10-30 09:52:54.626196","Bad credentials",NULL,NULL
766128,"162.158.22.227","2023-10-30 09:51:35.05537","Bad credentials",NULL,NULL
766127,"162.158.23.28","2023-10-30 08:41:39.040502","Bad credentials","ac992f46-91a4-4418-b04d-1adba39d5d3f","moto g(9) plus"
766126,"141.101.69.49","2023-10-29 19:51:53.032023","Bad credentials",NULL,NULL
887962,"172.64.238.29","2023-10-29 17:27:13.097541","Bad credentials","b8358b22-97fb-4861-a08b-41c6665c504f","iPhone 12"
887961,"172.64.238.29","2023-10-29 17:27:09.370714","Bad credentials","b8358b22-97fb-4861-a08b-41c6665c504f","iPhone 12"
887960,"172.64.238.29","2023-10-29 17:27:01.237528","Bad credentials","b8358b22-97fb-4861-a08b-41c6665c504f","iPhone 12"
766125,"172.64.236.61","2023-10-29 16:28:33.558462","Bad credentials","9c1c7e8f-eead-41ad-8ca5-d46b4f41b2eb","SM-A225F"
766124,"172.64.236.136","2023-10-29 15:21:47.725732","Bad credentials",NULL,NULL
766123,"172.64.238.28","2023-10-29 13:02:26.977908","Bad credentials",NULL,NULL
766122,"172.68.134.64","2023-10-29 10:41:52.698857","Bad credentials",NULL,NULL
766121,"172.71.186.22","2023-10-28 22:57:18.599813","Bad credentials",NULL,NULL
766120,"172.68.134.108","2023-10-28 21:31:06.086593","Bad credentials",NULL,NULL
766119,"172.68.134.108","2023-10-28 21:30:53.093267","Bad credentials",NULL,NULL
766118,"172.68.134.148","2023-10-28 19:55:07.84489","Bad credentials",NULL,NULL
766117,"172.71.134.111","2023-10-28 19:15:43.881639","Bad credentials","9c1c7e8f-eead-41ad-8ca5-d46b4f41b2eb","SM-A225F"
766116,"172.71.186.16","2023-10-28 12:37:22.210968","Bad credentials",NULL,NULL
766115,"172.71.186.230","2023-10-28 12:37:16.498713","Bad credentials",NULL,NULL
766114,"162.158.22.175","2023-10-28 12:36:43.639282","Bad credentials",NULL,NULL
766113,"172.71.186.28","2023-10-28 12:36:34.566031","Bad credentials",NULL,NULL
766112,"172.71.135.30","2023-10-27 20:34:46.782219","Bad credentials",NULL,NULL
766111,"172.71.135.30","2023-10-27 20:34:33.046798","Bad credentials",NULL,NULL
766110,"162.158.22.85","2023-10-27 17:18:15.648031","Bad credentials",NULL,NULL
766109,"172.64.236.61","2023-10-27 16:22:27.612228","Bad credentials",NULL,NULL
766108,"172.64.236.61","2023-10-27 16:22:18.157882","Bad credentials",NULL,NULL
766106,"172.69.15.139","2023-10-27 14:43:37.330992","Bad credentials","cc3518be-0c2f-46f3-9eb5-e030cc02bf6c","iPhone 11"
766105,"172.68.134.149","2023-10-27 12:41:49.324009","Bad credentials","07a56ea5-6ceb-4c04-a74d-d016b793bdb4","22120RN86G"
766104,"162.158.22.44","2023-10-27 12:29:18.17064","Bad credentials","75a8b091-abfd-43f7-88c4-566a2218ffff","iPhone 13"
766103,"162.158.22.107","2023-10-27 11:50:37.227487","Bad credentials",NULL,NULL
766102,"162.158.22.107","2023-10-27 11:50:28.888892","Bad credentials",NULL,NULL
766101,"162.158.22.107","2023-10-27 11:50:25.270389","Bad credentials",NULL,NULL
760760,"172.64.236.137","2023-10-27 09:27:18.580379","Bad credentials",NULL,NULL
760759,"172.64.236.69","2023-10-26 20:56:50.713019","Bad credentials",NULL,NULL
760758,"172.64.238.143","2023-10-26 20:54:14.292884","Bad credentials",NULL,NULL
766107,"162.158.22.164","2023-10-26 20:29:59.992139","Bad credentials",NULL,NULL
760757,"172.64.236.69","2023-10-26 20:20:32.53561","Bad credentials",NULL,NULL
760756,"172.64.236.94","2023-10-26 19:25:34.942433","Bad credentials",NULL,NULL
760755,"172.71.182.174","2023-10-26 18:08:51.312387","Bad credentials",NULL,NULL
760754,"172.71.222.174","2023-10-26 18:08:39.256605","Bad credentials",NULL,NULL
760753,"172.71.126.51","2023-10-26 17:57:18.860089","Bad credentials",NULL,NULL
760752,"162.158.162.132","2023-10-26 17:57:07.887991","Bad credentials",NULL,NULL
760751,"172.64.236.94","2023-10-26 14:59:31.131924","Bad credentials","e85a5b6e-0e96-4879-aa4d-1304d16fd903","iPhone 12 mini"
758853,"172.70.57.228","2023-10-26 13:45:47.968899","Bad credentials","0b945776-f5d8-42d5-a591-914634f50196","iPhone XS Max"
758852,"172.64.238.29","2023-10-26 13:31:20.054829","Bad credentials",NULL,NULL
758851,"172.71.126.53","2023-10-26 13:22:32.340689","Bad credentials",NULL,NULL
758752,"172.64.238.9","2023-10-26 13:22:02.840444","Bad credentials",NULL,NULL
758751,"172.64.238.9","2023-10-26 13:21:49.507536","Bad credentials",NULL,NULL
754107,"172.64.236.68","2023-10-26 09:07:00.238125","Bad credentials","40f9e47e-76b5-49f4-affc-bdac728a08e0","iPhone XS Max"
754106,"172.64.236.68","2023-10-26 09:06:52.124557","Bad credentials","40f9e47e-76b5-49f4-affc-bdac728a08e0","iPhone XS Max"
754105,"172.64.236.68","2023-10-26 09:06:36.533756","Bad credentials","40f9e47e-76b5-49f4-affc-bdac728a08e0","iPhone XS Max"
754104,"172.64.236.68","2023-10-26 09:06:29.631679","Bad credentials","40f9e47e-76b5-49f4-affc-bdac728a08e0","iPhone XS Max"
754103,"172.68.134.47","2023-10-26 09:06:20.496549","Bad credentials","40f9e47e-76b5-49f4-affc-bdac728a08e0","iPhone XS Max"
754102,"172.68.134.47","2023-10-26 09:06:13.384451","Bad credentials","40f9e47e-76b5-49f4-affc-bdac728a08e0","iPhone XS Max"
754101,"172.64.236.68","2023-10-26 09:04:02.103489","Bad credentials","40f9e47e-76b5-49f4-affc-bdac728a08e0","iPhone XS Max"
749317,"172.71.186.167","2023-10-26 00:02:47.173666","Bad credentials",NULL,NULL
749316,"172.64.238.119","2023-10-25 23:22:45.75767","Bad credentials","196e194b-b553-451c-bbdf-667eb4834cd5","iPhone 8 Plus"
